author,measure,run,pos,word_list
Lermontov,Log odds,10,ADJ,немой скрытый молодой старый губернский недобрый согбенный чужой бледный серый
Lermontov,Log odds,10,NOUN,черкес степан тамара в измаил страсть человек час рука след
Lermontov,Log odds,10,VERB,быть любить знать мочь проигрывать узнавать хотеть обманывать поговорить помешать
Lermontov,Log odds,11,ADJ,боярский молодой губернский мелочный сырой немой печальный бледный большой ангельский
Lermontov,Log odds,11,NOUN,зара человек черкес клара год рука в лора сакля скелет
Lermontov,Log odds,11,VERB,быть мочь любить селить знать гудать пощадить хотеть толкнуть узнавать
Lermontov,Log odds,12,ADJ,молодой немой белый гордый последний безотчетный нежданый парчевой скверный скорый
Lermontov,Log odds,12,NOUN,черкес измаил в окно казбек орша ильич страсть саша год
Lermontov,Log odds,12,VERB,быть любить мочь селить знать знавать хотеть висеть понимать оборвать
Lermontov,Log odds,13,ADJ,немой женатый должный молодой бледный последний виновный занятый пустой виноватый
Lermontov,Log odds,13,NOUN,название табун выстрел черкес в зара скала измаил конь ильич
Lermontov,Log odds,13,VERB,быть мочь любить гудать знавать различать упасть казаться кивнуть поступать
Lermontov,Log odds,14,ADJ,молодой немой гордый бледный пустой чужой перловый должный занятый особый
Lermontov,Log odds,14,NOUN,в черкес конь акбулат человек измаил кирибеевич казбек степан окно
Lermontov,Log odds,14,VERB,быть мочь знать любить приезжать услыхать хотеть выигрывать исторгать тащить
Lermontov,Log odds,15,ADJ,молодой немой пустой бледный чужой ночной холодный должный последний сырой
Lermontov,Log odds,15,NOUN,сакля акбулат казбек арбенин в человек вспоминание тягость взгляд саша
Lermontov,Log odds,15,VERB,быть любить мочь знать гнуться хотеть примечать приучать удивлять узнавать
Lermontov,Log odds,16,ADJ,молодой немой чужой боярский бреговой особый ребяческий странный бледный ночной
Lermontov,Log odds,16,NOUN,в черкес измаил человек росламбек год гора пора старик мука
Lermontov,Log odds,16,VERB,быть любить знать мочь отворачивать винить отправляться отрекаться пожалеть сказать
Lermontov,Log odds,17,ADJ,молодой гордый нынешний большой странный белолицый взаимный купеческий нежданый персидский
Lermontov,Log odds,17,NOUN,браслет в название арбенин улан чорт человек казначей монастырь херувим
Lermontov,Log odds,17,VERB,быть мочь знать ошибаться узнавать любить поговорить знавать опоминаться растрепывать
Lermontov,Log odds,18,ADJ,молодой немой сырой походный чужой бледный измятый последний нежный пустой
Lermontov,Log odds,18,NOUN,черкес зара человек измаил в морщина ильич кольчуга красотка окно
Lermontov,Log odds,18,VERB,быть мочь знавать следовать знать хотеть закрываться становиться мотать сгнивать
Lermontov,Log odds,19,ADJ,молодой сырой косматый чужой ледяной немой пустой последний белый серый
Lermontov,Log odds,19,NOUN,в черкес выстрел леда орша приличие тамара окно кинжал конь
Lermontov,Log odds,19,VERB,быть мочь любить проигрывать знать понимать думать гнуться отворачивать пробудиться
Lermontov,Log odds,20,ADJ,немой молодой сырой боярский наружный поверженный длинный чужой гордый купеческий
Lermontov,Log odds,20,NOUN,измаил табун черкес акбулат казбек в человек арбенин слово пора
Lermontov,Log odds,20,VERB,быть любить мочь знать сказать винить закрываться узнавать умирать отпирать
Lermontov,Log odds,21,ADJ,молодой парчевой немой должный гордый холодный занятый прежний бледный последний
Lermontov,Log odds,21,NOUN,черкес зара в человек браслет акбулат кирибеевич глаз арбенин парамонович
Lermontov,Log odds,21,VERB,быть мочь любить попадаться узнавать сказать закрываться мучиться обладать разнести
Lermontov,Log odds,22,ADJ,немой боярский молодой бледный гордый безотчетный недобрый странный чужой внимательный
Lermontov,Log odds,22,NOUN,черкес в казбек измаил человек женщина звук росламбек васильевич степан
Lermontov,Log odds,22,VERB,быть мочь вернуться любить знать узнавать селить пощадить поклониться сказать
Lermontov,Log odds,23,ADJ,пустой должный бледный молодой последний странный давнишний нынешний черноокий сырой
Lermontov,Log odds,23,NOUN,человек леда саша тирза в час год казбек ножны парамонович
Lermontov,Log odds,23,VERB,быть любить знать мочь вернуться стоить узнавать отворачивать понимать хотеть
Lermontov,Log odds,24,ADJ,молодой чужой немой сырой занятый нежданый белый странный бледный прежний
Lermontov,Log odds,24,NOUN,в черкес казбек измаил человек глаз конь князь страсть раз
Lermontov,Log odds,24,VERB,быть любить знать узнавать мочь хотеть отворачивать селить отвертываться поступать
Lermontov,Log odds,25,ADJ,молодой последний взаимный нынешний пустой немой бледный должный сырой бреговой
Lermontov,Log odds,25,NOUN,измаил черкес кирибеевич степан в клара росламбек рука человек конь
Lermontov,Log odds,25,VERB,быть любить мочь проигрывать знать хотеть вернуться узнавать обвинять отворачивать
Lermontov,Log odds,26,ADJ,молодой ребяческий немой модный пустой гордый чужой нежный бледный должный
Lermontov,Log odds,26,NOUN,черкес шашка человек измаил казбек тамара в гора кровь табун
Lermontov,Log odds,26,VERB,быть любить знать мочь селить узнавать привязывать проигрывать хотеть осмеивать
Lermontov,Log odds,27,ADJ,сырой молодой немой боярский ночной чужой должный недобрый бледный белый
Lermontov,Log odds,27,NOUN,измаил черкес акбулат кирибеевич конь терек в росламбек рурик черкешенка
Lermontov,Log odds,27,VERB,быть мочь любить знать рисоваться узнавать проигрывать понимать теряться чистить
Lermontov,Log odds,28,ADJ,молодой немой губернский гордый чуждый белолицый купеческий морозный скверный бледный
Lermontov,Log odds,28,NOUN,черкес терек шашка сакля в степан человек измаил орша женщина
Lermontov,Log odds,28,VERB,быть любить мочь въезжать знать хотеть упасть услыхать селить отворачивать
Lermontov,Log odds,29,ADJ,немой одаренный степной последний чужой бледный должный молодой пустой серебряный
Lermontov,Log odds,29,NOUN,в человек измаил скала страсть казбек седок женщина рука звук
Lermontov,Log odds,29,VERB,быть любить мочь селить обвинять услыхать знать приучать хотеть гудать
Lermontov,Log odds,30,ADJ,смуглый молодой косматый последний чужой ночной сырой пустой холодный безотчетный
Lermontov,Log odds,30,NOUN,черкес казбек измаил в наказание степан взгляд старик окно аул
Lermontov,Log odds,30,VERB,мочь быть любить сваливаться унижать знать сидеть обертываться хотеть селить
Lermontov,Log odds,31,ADJ,молодой последний одаренный бледный должный немой обидный потерянный терпеливый гордый
Lermontov,Log odds,31,NOUN,в человек арбенин улан страсть караван рурик с раз год
Lermontov,Log odds,31,VERB,быть мочь любить сглаживать знать смотреть почитать рождать свиваться кидать
Lermontov,Log odds,32,ADJ,молодой виноватый немой пустой серебристый сырой серый роковой последний гордый
Lermontov,Log odds,32,NOUN,черкес сакля степан измаил человек зораим росламбек в мука клара
Lermontov,Log odds,32,VERB,быть мочь любить проигрывать знать понимать поговорить уверять закрываться узнавать
Lermontov,Log odds,33,ADJ,немой молодой ночной гордый дубовый угловой бледный холодный чужой печальный
Lermontov,Log odds,33,NOUN,в шашка черкес измаил аул кинжал час женщина акбулат росламбек
Lermontov,Log odds,33,VERB,быть знать любить селить услыхать мочь возненавидеть гудать узнавать умирать
Lermontov,Log odds,34,ADJ,молодой последний немой губернский бледный скверный угловой должный высокий прежний
Lermontov,Log odds,34,NOUN,окно степан улан человек орша кирибеевич опричник тамара терек тростник
Lermontov,Log odds,34,VERB,быть мочь любить знать сказать гудать построить поступать понимать узнавать
Lermontov,Log odds,35,ADJ,молодой гордый немой должный последний странный бледный серый безобразный боярский
Lermontov,Log odds,35,NOUN,табун черкес рука измаил в гора конь бешт диван зораим
Lermontov,Log odds,35,VERB,быть мочь знать любить услыхать гудеть обжигать пробираться скрыпивать хотеть
Lermontov,Log odds,36,ADJ,смуглый чужой немой бледный пустой белый крутой серый ночной должный
Lermontov,Log odds,36,NOUN,кирибеевич человек зара степан клара леда орша черкешенка грудь в
Lermontov,Log odds,36,VERB,быть любить знать мочь хотеть селить странствовать вырывать отворять обманывать
Lermontov,Log odds,37,ADJ,чужой холодный последний гордый сырой молодой немой высокий белый длинный
Lermontov,Log odds,37,NOUN,измаил название росламбек черкес чорт кирибеевич морщина старик окно звук
Lermontov,Log odds,37,VERB,быть любить знать мочь узнавать хотеть желать понимать сказать беречься
Lermontov,Log odds,38,ADJ,молодой последний должный старый немой чужой холодный боярский бульварный откровенный
Lermontov,Log odds,38,NOUN,в черкес человек казбек измаил ребята рурик кинжал женщина грудь
Lermontov,Log odds,38,VERB,быть любить мочь знать отвыкать браниться жужжать кивнуть рубить сгнивать
Lermontov,Log odds,39,ADJ,молодой боярский последний сырой гордый бледный пустой бреговой мелочный погибший
Lermontov,Log odds,39,NOUN,зара акбулат браслет черкес в казбек женщина человек орша тамара
Lermontov,Log odds,39,VERB,быть любить мочь узнавать поговорить знать объяснять помешать понимать шутить
Lermontov,Log odds,40,ADJ,молодой немой последний сырой большой купеческий левый погибший ночной чуждый
Lermontov,Log odds,40,NOUN,в шашка черкес маскерад человек грудь женщина измаил кольчуга намек
Lermontov,Log odds,40,VERB,быть знать мочь любить рисоваться сказать казаться хотеть спать отворачивать
Lermontov,Log odds,41,ADJ,молодой занятый немой безгласный давнишний сырой гордый должный серый лукавый
Lermontov,Log odds,41,NOUN,зара человек черкес ребята страсть час в взор рука слово
Lermontov,Log odds,41,VERB,быть знать вскакивать мочь любить вернуться проигрывать узнавать сказать держаться
Lermontov,Log odds,42,ADJ,немой молодой занятый последний сырой гордый ночной серый странный закрытый
Lermontov,Log odds,42,NOUN,человек в черкес час измаил зара казначей росламбек старуха казак
Lermontov,Log odds,42,VERB,быть мочь любить услыхать унижать знать решаться заслуживать оправдывать отвыкать
Lermontov,Log odds,43,ADJ,молодой немой согбенный чуждый чужой прощальный пустой последний боярский морозный
Lermontov,Log odds,43,NOUN,в казбек звук человек акбулат тамара год степан тирза мука
Lermontov,Log odds,43,VERB,быть любить знать мочь увидать сказать понимать хотеть узнавать ударяться
Lermontov,Log odds,44,ADJ,немой мучительный бледный молодой должный гордый измятый сырой безрассудный боярский
Lermontov,Log odds,44,NOUN,черкес арбенин мужчина тучка сакля человек измаил в зара ненависть
Lermontov,Log odds,44,VERB,быть мочь услыхать отворять стоить знать любить отворачивать хотеть выслушивать
Lermontov,Log odds,45,ADJ,немой должный молодой женатый пустой губернский недолгий скверный гордый женский
Lermontov,Log odds,45,NOUN,акбулат сакля в окно выстрел орша зораим казначей обычай кинжал
Lermontov,Log odds,45,VERB,быть мочь отворачивать любить селить возненавидеть гудать набегать наклонять послышать
Lermontov,Log odds,46,ADJ,молодой сырой чужой боярский насмешливый погибший смертельный пустой немой гордый
Lermontov,Log odds,46,NOUN,человек в тучка звук пора саша рурик старик год глаз
Lermontov,Log odds,46,VERB,быть мочь любить вернуться услыхать знать дробиться избавлять отворачивать припадать
Lermontov,Log odds,47,ADJ,молодой немой ребяческий сырой московский одаренный парчевой бледный должный пустой
Lermontov,Log odds,47,NOUN,в страсть черкес человек грудь измаил арбенин тягость взор счастие
Lermontov,Log odds,47,VERB,быть мочь любить узнавать хотеть вырывать понимать знать прощать взять
Lermontov,Log odds,48,ADJ,немой гордый последний взаимный женатый молодой должный безотчетный мелочный нежданый
Lermontov,Log odds,48,NOUN,человек в казбек улан тамара акбулат зораим окно звук наказание
Lermontov,Log odds,48,VERB,быть мочь любить знать побледнеть гудать сгнивать спрыгивать понимать узнавать
Lermontov,Log odds,49,ADJ,последний одаренный молодой бледный немой большой бреговой губернский недоверчивый смрадный
Lermontov,Log odds,49,NOUN,арбенин маскерад в казбек человек зара приличие раз женщина зло
Lermontov,Log odds,49,VERB,быть мочь любить селить возненавидеть сидеть знать гудать нападать оправдывать
Lermontov,Log odds,50,ADJ,молодой сырой ночной бесплотный пустой белолицый мелочный наружный недобрый перловый
Lermontov,Log odds,50,NOUN,в арбенин наказание парамонович саша рука тягость слово глаз казначей
Lermontov,Log odds,50,VERB,быть мочь любить селить знать разбирать хотеть вернуться отворачивать возненавидеть
Lermontov,Log odds,51,ADJ,молодой последний немой откровенный скорый черный чужой сырой женский белый
Lermontov,Log odds,51,NOUN,браслет в зара казбек черкес рука маскерад измаил взгляд аул
Lermontov,Log odds,51,VERB,быть мочь любить гудать сглаживать решаться знать висеть виднеться кивнуть
Lermontov,Log odds,52,ADJ,немой испуганный похожий молодой чужой гордый сырой последний занятый должный
Lermontov,Log odds,52,NOUN,в зара маскерад человек тамара тирза арбенин васильевич игумен грудь
Lermontov,Log odds,52,VERB,быть мочь знать любить гудать узнавать гнуться отворять обманывать беречься
Lermontov,Log odds,53,ADJ,немой должный молодой чужой пустой странный безгласный безотчетный гордый сырой
Lermontov,Log odds,53,NOUN,сакля черкес акбулат в человек взор пора конь гора мука
Lermontov,Log odds,53,VERB,быть мочь знать любить обманывать сказать хотеть выслушивать гудать понимать
Lermontov,Log odds,54,ADJ,молодой немой боярский последний печальный бледный искусный одаренный длинный седой
Lermontov,Log odds,54,NOUN,в черкес человек измаил орша год раз кольчуга приличие тамара
Lermontov,Log odds,54,VERB,быть любить знать вернуться мочь селить послушать сгнивать спадать употреблять
Lermontov,Log odds,55,ADJ,молодой чужой немой странный варяжский покойный должный сырой последний белый
Lermontov,Log odds,55,NOUN,черкес саша в степан человек измаил бахрома игрушка казначей чорт
Lermontov,Log odds,55,VERB,мочь быть любить селить знать обертываться стоить щадить узнавать погубить
Lermontov,Log odds,56,ADJ,молодой немой старый боярский золотистый угловой сырой гордый последний варяжский
Lermontov,Log odds,56,NOUN,человек в пора измаил табун маскерад опричник парамонович князь слово
Lermontov,Log odds,56,VERB,быть любить знать почитать узнавать понимать измерять отворачивать помешать хотеть
Lermontov,Log odds,57,ADJ,молодой ребяческий женатый немой бледный занятый измятый должный ночной последний
Lermontov,Log odds,57,NOUN,браслет в арбенин акбулат человек саша приличие тягость слово глаз
Lermontov,Log odds,57,VERB,быть мочь любить селить услыхать гудать закрываться ослабевать отвыкать презирать
Lermontov,Log odds,58,ADJ,немой последний молодой боярский большой бледный холодный гордый давнишний заботливый
Lermontov,Log odds,58,NOUN,черкес в кирибеевич измаил конь клара черкешенка опричник человек аул
Lermontov,Log odds,58,VERB,селить быть любить мочь завидовать наблюдать знать гнуться стоять воображать
Lermontov,Log odds,59,ADJ,белый немой молодой ночной гордый недобрый снеговой бледный одинокий чуждый
Lermontov,Log odds,59,NOUN,саша в браслет женщина арбенин опричник черкес табун человек рука
Lermontov,Log odds,59,VERB,быть мочь селить любить понимать отвыкать чистить упасть знать оставаться
Lermontov,Log odds,60,ADJ,бледный последний обиженный смрадный земной пустой прежний жестокий молодой боярский
Lermontov,Log odds,60,NOUN,арсений кирибеевич человек в старик опричник литва терек окно мука
Lermontov,Log odds,60,VERB,быть мочь любить желать знать заслуживать отворачивать отвыкать прилегать понимать
Lermontov,Log odds,61,ADJ,молодой ребяческий немой боярский сырой пустой студеный чужой белый бледный
Lermontov,Log odds,61,NOUN,черкес зара степан конь измаил в забор человек гора кирибеевич
Lermontov,Log odds,61,VERB,быть знать мочь любить селить понимать приучать проигрывать забывать сердиться
Lermontov,Log odds,62,ADJ,молодой парчевой немой чужой белый сырой взаимный ребяческий лукавый гордый
Lermontov,Log odds,62,NOUN,саша черкес в акбулат человек зораим измаил год сакля звук
Lermontov,Log odds,62,VERB,быть мочь увидать любить знать узнавать проигрывать сглаживать унижать отворяться
Lermontov,Log odds,63,ADJ,немой молодой последний гордый боярский купеческий окрестный бледный чужой странный
Lermontov,Log odds,63,NOUN,в черкес страсть измаил клара росламбек гора год акбулат пора
Lermontov,Log odds,63,VERB,быть любить мочь знать понимать проигрывать сказать хотеть обманывать потерять
Lermontov,Log odds,64,ADJ,молодой гордый пустой нежданый осторожный парчевой последний немой рад губернский
Lermontov,Log odds,64,NOUN,в арбенин глаз человек час раз слово старик казначей клара
Lermontov,Log odds,64,VERB,быть любить знать узнавать мочь сказать хотеть поговорить стоить понимать
Lermontov,Log odds,65,ADJ,молодой немой угловой сырой белолицый губернский отличный парчевой перловый плоский
Lermontov,Log odds,65,NOUN,человек в черкес арбенин женщина ильич зара год измаил саша
Lermontov,Log odds,65,VERB,быть мочь знать любить понимать отвергать объяснять хотеть колоть отправляться
Lermontov,Log odds,66,ADJ,молодой холодный занятый последний краткий гордый должный пустой бледный безобразный
Lermontov,Log odds,66,NOUN,сакля черкес в браслет зара маскерад человек гора слово час
Lermontov,Log odds,66,VERB,быть любить мочь вернуться свиваться храниться сидеть селить звенеть хотеть
Lermontov,Log odds,67,ADJ,молодой смуглый немой гордый чуждый пустой ледяной погибший женский чужой
Lermontov,Log odds,67,NOUN,зара человек в черкес измаил выстрел маскерад мулла конь женщина
Lermontov,Log odds,67,VERB,быть мочь любить услыхать знать одевать селить держаться отворачивать привязывать
Lermontov,Log odds,68,ADJ,немой гордый недовольный последний чуждый бледный молодой застывший ночной должный
Lermontov,Log odds,68,NOUN,черкес сакля гора в человек конь измаил росламбек звук брызги
Lermontov,Log odds,68,VERB,быть мочь любить клясться гудать объяснять отворачивать покрываться сглаживать сжинать
Lermontov,Log odds,69,ADJ,молодой сырой парчевой последний немой бледный голый купеческий приметный согбенный
Lermontov,Log odds,69,NOUN,саша человек маскерад в измаил час черкес ильич опричник конь
Lermontov,Log odds,69,VERB,быть любить знать мочь проигрывать шутить обвинять обладать объяснять стоить
Lermontov,Log odds,70,ADJ,гордый молодой единственный ледяной прилежный ребяческий женский немой пустой последний
Lermontov,Log odds,70,NOUN,браслет человек маскерад акбулат в зораим казбек кирибеевич слово ребята
Lermontov,Log odds,70,VERB,быть мочь любить отворачивать отворять разбирать возненавидеть вслушиваться накинуть нравиться
Lermontov,Log odds,71,ADJ,молодой сырой чужой немой холодный бледный чуждый печальный безотчетный белолицый
Lermontov,Log odds,71,NOUN,зара в черкес измаил тирза конь орша звук окно слово
Lermontov,Log odds,71,VERB,быть мочь любить гнуться знать браниться вернуться уметь селить желать
Lermontov,Log odds,72,ADJ,боярский немой ребяческий узорный молодой морозный обиженный угловой холодный гордый
Lermontov,Log odds,72,NOUN,сакля в звук зораим казбек орша раскаяние кровь человек окно
Lermontov,Log odds,72,VERB,быть мочь любить знать держаться хотеть узнавать понимать исторгать оборвать
Lermontov,Log odds,73,ADJ,немой боярский молодой чужой окрестный русый белый шелковый купеческий молодецкий
Lermontov,Log odds,73,NOUN,измаил в маскерад человек черкес росламбек старуха табун с женщина
Lermontov,Log odds,73,VERB,быть любить мочь знать понимать узнавать гудать ослабевать храниться хотеть
Lermontov,Log odds,74,ADJ,молодой белый гордый сырой уверенный чужой булатный пустой печальный немой
Lermontov,Log odds,74,NOUN,в черкес человек гора зара казначей измаил князь взгляд клара
Lermontov,Log odds,74,VERB,быть мочь любить узнавать знать хотеть услыхать умирать понимать помешать
Lermontov,Log odds,75,ADJ,бледный женатый должный последний безбожный виноватый заботливый немой большой молодой
Lermontov,Log odds,75,NOUN,измаил саша в человек черкес парамонович сакля степан слово алена
Lermontov,Log odds,75,VERB,быть мочь любить грызть знать дробиться поклясться бояться желать селить
Lermontov,Log odds,76,ADJ,немой молодой должный чужой сырой странный безотчетный гордый большой рад
Lermontov,Log odds,76,NOUN,измаил черкес человек час парамонович росламбек грудь зораим давный клара
Lermontov,Log odds,76,VERB,быть мочь знать прыгать узнавать закрываться столпиться любить понимать желать
Lermontov,Log odds,77,ADJ,гордый молодой немой ребяческий бледный большой последний сырой боярский белый
Lermontov,Log odds,77,NOUN,черкес степан в акбулат тамара измаил человек конь скала сакля
Lermontov,Log odds,77,VERB,быть мочь любить узнавать знать осмеивать хотеть испугать пожалеть потерять
Lermontov,Log odds,78,ADJ,пустой бледный гордый женатый сырой молодой большой немой белый нежданый
Lermontov,Log odds,78,NOUN,черкес тирза в гора измаил росламбек мука аул человек старик
Lermontov,Log odds,78,VERB,быть мочь знать селить желать хотеть узнавать любить обманывать оставаться
Lermontov,Log odds,79,ADJ,молодой последний сырой белый занятый скрытый узорный бледный полный губернский
Lermontov,Log odds,79,NOUN,браслет черкес в зара маска князь женщина человек казак акбулат
Lermontov,Log odds,79,VERB,быть любить мочь знать проигрывать вернуться пощадить хотеть гудать узнавать
Lermontov,Log odds,80,ADJ,молодой немой бледный чужой ночной последний должный хороший гордый пустой
Lermontov,Log odds,80,NOUN,черкес в леда человек выстрел измаил старик клара корень куст
Lermontov,Log odds,80,VERB,быть мочь любить селить знать вернуться изорвать послышать сваливаться скрыпивать
Lermontov,Log odds,81,ADJ,молодой чужой смуглый немой ребяческий белый бледный сырой пустой гнилой
Lermontov,Log odds,81,NOUN,измаил черкес конь черкешенка человек в год взгляд гора бешт
Lermontov,Log odds,81,VERB,быть мочь любить знать освежать проигрывать узнавать расходиться унижать умирать
Lermontov,Log odds,82,ADJ,молодой последний немой смешной нынешний сторожевой видный бледный сырой печальный
Lermontov,Log odds,82,NOUN,браслет в человек черкес измаил маскерад мундир тростник окно саша
Lermontov,Log odds,82,VERB,быть мочь любить знать бояться хотеть узнавать понимать беречься знавать
Lermontov,Log odds,83,ADJ,молодой немой бледный смрадный боярский белый последний шелковый чужой сырой
Lermontov,Log odds,83,NOUN,зара кирибеевич черкес грудь зораим орша в ильич опричник черкешенка
Lermontov,Log odds,83,VERB,быть любить мочь знать хотеть проигрывать гудать узнавать отворачивать изнемогать
Lermontov,Log odds,84,ADJ,молодой бледный немой гордый боярский сырой чужой белый узорный вольный
Lermontov,Log odds,84,NOUN,акбулат в черкес человек измаил грудь мука час старик окно
Lermontov,Log odds,84,VERB,быть мочь рисоваться любить кликать знать выползать замалчивать напечатлевать отступать
Lermontov,Log odds,85,ADJ,немой молодой бледный парчевой последний боярский жесткий недобрый снеговой странный
Lermontov,Log odds,85,NOUN,в маскерад человек окно арбенин зораим слово шпора доктор намек
Lermontov,Log odds,85,VERB,быть мочь любить услыхать тянуться знать чернеть пожалеть растворять уважать
Lermontov,Log odds,86,ADJ,немой чужой одаренный молодой чуждый холодный женский последний гордый бесплотный
Lermontov,Log odds,86,NOUN,в черкес клара измаил человек окно яд год монго росламбек
Lermontov,Log odds,86,VERB,быть мочь любить гудать затрястись кликать прясть тащить селить раздаваться
Lermontov,Log odds,87,ADJ,молодой немой заботливый занятый сырой чужой бледный боярский гладкий губернский
Lermontov,Log odds,87,NOUN,сакля кирибеевич опричник в клара окно человек акбулат васильевич казначей
Lermontov,Log odds,87,VERB,быть знать мочь знавать любить сказать кланяться объяснять расходиться узнавать
Lermontov,Log odds,88,ADJ,немой молодой сырой сторожевой бледный последний холодный должный безбожный варяжский
Lermontov,Log odds,88,NOUN,в зара черкес конь наказание человек арбенин пистолет год скала
Lermontov,Log odds,88,VERB,быть мочь любить знать ошибаться поступать узнавать возненавидеть гудать застучать
Lermontov,Log odds,89,ADJ,молодой насмешливый гордый немой белый последний сырой пустой бледный косматый
Lermontov,Log odds,89,NOUN,акбулат в чорт сакля калашников опричник человек мука грузинка зораим
Lermontov,Log odds,89,VERB,быть знать мочь любить гудать толковать смотреть хотеть выигрывать выслушивать
Lermontov,Log odds,90,ADJ,молодой недобрый узорный последний немой меньшой погибший снеговой бледный гордый
Lermontov,Log odds,90,NOUN,браслет человек в акбулат глаз орша барон саша васильевич год
Lermontov,Log odds,90,VERB,быть мочь любить знать услыхать опоминаться отворять обманывать селить понимать
Lermontov,Log odds,91,ADJ,немой молодой купеческий чуждый боярский всеобщий гнилой легковерный настоящий самодовольный
Lermontov,Log odds,91,NOUN,в зара человек черкес браслет письмо измаил зораим глаз князь
Lermontov,Log odds,91,VERB,быть знать мочь любить узнавать выигрывать хотеть понимать сказать иметь
Lermontov,Log odds,92,ADJ,молодой немой чужой гордый бледный сырой лукавый длинный безгласный несокрушимый
Lermontov,Log odds,92,NOUN,название в женщина сакля арбенин чорт атаман тамара саша раз
Lermontov,Log odds,92,VERB,быть мочь любить знать услыхать променивать хотеть узнавать становиться погибать
Lermontov,Log odds,93,ADJ,молодой внимательный губернский гордый бледный сырой немой большой странный перловый
Lermontov,Log odds,93,NOUN,зара табун черкес конь орша росламбек измаил человек кровь старик
Lermontov,Log odds,93,VERB,быть мочь знать вернуться хотеть любить узнавать обмывать умирать упасть
Lermontov,Log odds,94,ADJ,последний гордый большой боярский насмешливый немой прежний бледный чужой молодой
Lermontov,Log odds,94,NOUN,табун черкес измаил акбулат человек ребята степан тирза глаз рука
Lermontov,Log odds,94,VERB,быть знать мочь любить селить гудать заржать знавать отвыкать прятаться
Lermontov,Log odds,95,ADJ,молодой немой взаимный чужой большой пустой боярский виноватый недобрый недолгий
Lermontov,Log odds,95,NOUN,черкес окно в человек конь измаил орша табун скала пора
Lermontov,Log odds,95,VERB,быть мочь любить хотеть знать узнавать гудать нравиться отыскивать поступать
Lermontov,Log odds,96,ADJ,молодой странный бледный немой чужой давнишний купеческий неопытный холодный последний
Lermontov,Log odds,96,NOUN,в акбулат маскерад человек зораим письмо грудь ребята взор мука
Lermontov,Log odds,96,VERB,быть любить знать мочь узнавать селить проигрывать увидеться хотеть убивать
Lermontov,Log odds,97,ADJ,молодой боярский холодный последний одаренный угловой старый немой гордый смешной
Lermontov,Log odds,97,NOUN,браслет в черкес маскерад измаил тамара конь кирибеевич мавруша парамонович
Lermontov,Log odds,97,VERB,быть любить знать селить мочь узнавать унижать обманывать оправдывать помешать
Lermontov,Log odds,98,ADJ,молодой гладкий немой чужой серый сырой темный последний высокий прежний
Lermontov,Log odds,98,NOUN,человек черкес измаил зара парамонович раскаяние в мука сожаление калашников
Lermontov,Log odds,98,VERB,быть любить знать мочь вернуться гудать обманывать убивать захотеться наказывать
Lermontov,Log odds,99,ADJ,молодой немой последний сырой белый закрытый чужой чуждый гордый пустой
Lermontov,Log odds,99,NOUN,арсений в зара черкес человек измаил клара росламбек час старик
Lermontov,Log odds,99,VERB,быть мочь знать любить увидать проигрывать селить хотеть обвинять понимать
Lermontov,Log odds,100,ADJ,немой прилежный восточный недовольный должный молодой последний нежный полный высокий
Lermontov,Log odds,100,NOUN,измаил саша шашка табун в час старик черкес казбек конь
