author,measure,run,pos,word_list
Lermontov,Zeta,99,ADJ,злой вольный холодный большой длинный готовый дорогой желтый странный грешный
Lermontov,Zeta,99,NOUN,конь грудь память страдание герой дело лицо гость дверь камень
Lermontov,Zeta,99,VERB,дрожать узнавать жить садиться бояться вспомнить вести вздрагивать висеть волновать
Lermontov,Zeta,100,ADJ,удалой старый рад большой длинный девственный мятежный честный бедный счастливый
Lermontov,Zeta,100,NOUN,смерть раз скала честь аул браслет движение поле женщина змея
Lermontov,Zeta,100,VERB,погибать казаться отдавать становиться узнавать упасть идти звать сидеть иметь
Baratynsky,Guiraud,1,ADJ,благой нужный болезненный лишенный лихой пасмурный похожий почтенный должный лукавый
Baratynsky,Guiraud,1,NOUN,вера лицо выражение мера бал старушка шалость дверь палец увлечение
Baratynsky,Guiraud,1,VERB,представать славить владеть позволять признаваться решать хвалить желать обретать оставлять
Baratynsky,Guiraud,2,ADJ,благой нужный должный болезненный лишенный пасмурный похожий почтенный лукавый ветреный
Baratynsky,Guiraud,2,NOUN,вера лицо выражение старушка мера шалость дверь бал досуг искусство
Baratynsky,Guiraud,2,VERB,представать славить владеть позволять признаваться желать носить решать хвалить сказать
Baratynsky,Guiraud,3,ADJ,нужный должный болезненный лишенный благой лихой почтенный лукавый ветреный едкий
Baratynsky,Guiraud,3,NOUN,вера лицо выражение мера старушка бал шалость дверь палец увлечение
Baratynsky,Guiraud,3,VERB,представать владеть признаваться решать славить носить желать обретать позволять хвалить
Baratynsky,Guiraud,4,ADJ,нужный должный благой болезненный лишенный лихой похожий почтенный лукавый ветреный
Baratynsky,Guiraud,4,NOUN,вера лицо выражение мера бал старушка шалость дверь палец увлечение
Baratynsky,Guiraud,4,VERB,представать владеть признаваться решать славить хвалить носить обретать позволять желать
Baratynsky,Guiraud,5,ADJ,благой болезненный нужный должный лихой похожий почтенный едкий ласковый лишенный
Baratynsky,Guiraud,5,NOUN,вера лицо старушка бал выражение мера шалость дверь палец увлечение
Baratynsky,Guiraud,5,VERB,представать славить владеть позволять признаваться носить решать желать оставлять сказать
Baratynsky,Guiraud,6,ADJ,благой нужный должный болезненный лихой лишенный пасмурный похожий почтенный лукавый
Baratynsky,Guiraud,6,NOUN,вера лицо выражение мера старушка дверь бал шалость увлечение досуг
Baratynsky,Guiraud,6,VERB,представать владеть позволять признаваться решать хвалить носить желать обретать славить
Baratynsky,Guiraud,7,ADJ,благой нужный должный болезненный лишенный лихой пасмурный похожий лукавый ветреный
Baratynsky,Guiraud,7,NOUN,вера лицо выражение мера бал старушка дверь шалость палец досуг
Baratynsky,Guiraud,7,VERB,представать славить владеть признаваться решать желать хвалить сказать оставлять носить
Baratynsky,Guiraud,8,ADJ,должный благой болезненный лишенный нужный лихой пасмурный похожий лукавый ласковый
Baratynsky,Guiraud,8,NOUN,вера лицо выражение старушка мера шалость дверь бал палец досуг
Baratynsky,Guiraud,8,VERB,представать владеть позволять признаваться решать желать носить обретать славить хвалить
Baratynsky,Guiraud,9,ADJ,благой нужный должный лишенный болезненный лихой пасмурный почтенный ветреный едкий
Baratynsky,Guiraud,9,NOUN,вера лицо выражение мера старушка бал шалость дверь палец увлечение
Baratynsky,Guiraud,9,VERB,представать славить владеть позволять признаваться решать хвалить желать носить обретать
Baratynsky,Guiraud,10,ADJ,благой должный болезненный лишенный нужный лихой пасмурный похожий почтенный лукавый
Baratynsky,Guiraud,10,NOUN,вера лицо выражение мера старушка шалость дверь бал палец увлечение
Baratynsky,Guiraud,10,VERB,представать славить владеть признаваться решать желать носить обретать позволять хвалить
Baratynsky,Guiraud,11,ADJ,благой нужный должный болезненный лишенный пасмурный похожий ветреный ласковый лихой
Baratynsky,Guiraud,11,NOUN,вера лицо выражение мера бал старушка шалость дверь увлечение досуг
Baratynsky,Guiraud,11,VERB,представать владеть позволять признаваться решать славить хвалить желать носить оставлять
Baratynsky,Guiraud,12,ADJ,благой нужный должный болезненный лишенный пасмурный похожий лукавый ветреный едкий
Baratynsky,Guiraud,12,NOUN,вера лицо выражение мера старушка бал шалость дверь досуг нрав
Baratynsky,Guiraud,12,VERB,представать славить владеть позволять признаваться решать хвалить желать обретать оставлять
Baratynsky,Guiraud,13,ADJ,благой нужный должный болезненный лишенный лихой пасмурный похожий почтенный лукавый
Baratynsky,Guiraud,13,NOUN,вера лицо выражение старушка бал шалость дверь мера палец увлечение
Baratynsky,Guiraud,13,VERB,представать славить владеть признаваться решать хвалить обретать позволять сказать желать
Baratynsky,Guiraud,14,ADJ,благой нужный должный болезненный лишенный лихой пасмурный почтенный ветреный едкий
Baratynsky,Guiraud,14,NOUN,вера лицо выражение мера старушка бал шалость дверь палец увлечение
Baratynsky,Guiraud,14,VERB,представать владеть позволять признаваться решать славить носить желать хвалить сказать
Baratynsky,Guiraud,15,ADJ,нужный должный благой болезненный лишенный лихой пасмурный похожий почтенный ветреный
Baratynsky,Guiraud,15,NOUN,вера лицо выражение мера бал старушка шалость дверь палец искусство
Baratynsky,Guiraud,15,VERB,представать славить владеть позволять признаваться решать хвалить носить желать оставлять
Baratynsky,Guiraud,16,ADJ,нужный должный благой болезненный лишенный лихой пасмурный почтенный лукавый едкий
Baratynsky,Guiraud,16,NOUN,вера лицо выражение мера старушка бал шалость дверь палец увлечение
Baratynsky,Guiraud,16,VERB,представать владеть позволять признаваться решать славить хвалить желать носить сказать
Baratynsky,Guiraud,17,ADJ,благой должный болезненный лишенный нужный лихой пасмурный похожий почтенный лукавый
Baratynsky,Guiraud,17,NOUN,вера лицо выражение мера старушка бал дверь шалость палец увлечение
Baratynsky,Guiraud,17,VERB,представать славить владеть позволять признаваться решать хвалить носить желать оставлять
Baratynsky,Guiraud,18,ADJ,благой нужный болезненный лишенный лихой пасмурный похожий почтенный должный лукавый
Baratynsky,Guiraud,18,NOUN,вера лицо мера старушка бал выражение шалость дверь палец увлечение
Baratynsky,Guiraud,18,VERB,представать славить владеть позволять признаваться решать хвалить носить желать оставлять
Baratynsky,Guiraud,19,ADJ,благой должный болезненный нужный лихой лишенный пасмурный похожий почтенный лукавый
Baratynsky,Guiraud,19,NOUN,вера лицо выражение мера старушка бал шалость дверь палец увлечение
Baratynsky,Guiraud,19,VERB,представать славить владеть позволять признаваться решать желать носить обретать хвалить
Baratynsky,Guiraud,20,ADJ,нужный должный благой болезненный лишенный лихой пасмурный похожий почтенный лукавый
Baratynsky,Guiraud,20,NOUN,вера лицо выражение мера старушка бал шалость дверь палец увлечение
Baratynsky,Guiraud,20,VERB,представать владеть позволять признаваться решать славить хвалить желать носить обретать
Baratynsky,Guiraud,21,ADJ,нужный должный благой болезненный лишенный пасмурный похожий почтенный ветреный едкий
Baratynsky,Guiraud,21,NOUN,вера лицо выражение мера старушка бал шалость дверь палец увлечение
Baratynsky,Guiraud,21,VERB,славить владеть представать позволять решать хвалить желать обретать оставлять носить
Baratynsky,Guiraud,22,ADJ,благой нужный болезненный лишенный должный лихой лукавый едкий ласковый небрежный
Baratynsky,Guiraud,22,NOUN,вера лицо выражение мера старушка бал шалость дверь палец досуг
Baratynsky,Guiraud,22,VERB,представать славить владеть позволять признаваться решать носить обретать хвалить желать
Baratynsky,Guiraud,23,ADJ,благой нужный должный лишенный болезненный лихой пасмурный почтенный лукавый ветреный
Baratynsky,Guiraud,23,NOUN,вера лицо выражение мера старушка бал дверь шалость палец досуг
Baratynsky,Guiraud,23,VERB,славить представать владеть позволять признаваться решать желать обретать хвалить оставлять
Baratynsky,Guiraud,24,ADJ,благой нужный должный болезненный лишенный пасмурный похожий почтенный лукавый ветреный
Baratynsky,Guiraud,24,NOUN,вера лицо мера старушка бал выражение дверь палец увлечение шалость
Baratynsky,Guiraud,24,VERB,славить владеть представать признаваться решать хвалить носить желать позволять даровать
Baratynsky,Guiraud,25,ADJ,благой нужный болезненный лишенный должный лихой пасмурный похожий лукавый ветреный
Baratynsky,Guiraud,25,NOUN,вера лицо выражение мера старушка бал шалость дверь палец увлечение
Baratynsky,Guiraud,25,VERB,представать славить владеть позволять признаваться решать хвалить носить желать оставлять
Baratynsky,Guiraud,26,ADJ,нужный благой болезненный должный лишенный пасмурный похожий почтенный лукавый ветреный
Baratynsky,Guiraud,26,NOUN,вера лицо выражение старушка бал мера шалость дверь палец увлечение
Baratynsky,Guiraud,26,VERB,владеть представать позволять признаваться решать славить хвалить носить желать сказать
Baratynsky,Guiraud,27,ADJ,благой нужный должный болезненный лишенный лихой пасмурный похожий почтенный лукавый
Baratynsky,Guiraud,27,NOUN,вера лицо выражение старушка бал мера шалость дверь палец увлечение
Baratynsky,Guiraud,27,VERB,владеть представать позволять решать славить хвалить желать носить обретать признаваться
Baratynsky,Guiraud,28,ADJ,благой нужный должный болезненный лишенный пасмурный похожий лукавый ветреный едкий
Baratynsky,Guiraud,28,NOUN,вера лицо мера выражение старушка шалость дверь бал увлечение досуг
Baratynsky,Guiraud,28,VERB,славить владеть представать позволять признаваться решать хвалить носить желать оставлять
Baratynsky,Guiraud,29,ADJ,благой должный лишенный нужный болезненный лихой пасмурный похожий почтенный лукавый
Baratynsky,Guiraud,29,NOUN,вера лицо выражение старушка мера шалость дверь бал палец увлечение
Baratynsky,Guiraud,29,VERB,славить владеть представать позволять признаваться решать хвалить носить обретать сказать
Baratynsky,Guiraud,30,ADJ,благой нужный должный болезненный лишенный пасмурный похожий почтенный лукавый ветреный
Baratynsky,Guiraud,30,NOUN,вера лицо выражение мера бал старушка шалость дверь палец увлечение
Baratynsky,Guiraud,30,VERB,представать славить владеть признаваться решать хвалить желать носить позволять оставлять
Baratynsky,Guiraud,31,ADJ,благой должный болезненный лишенный нужный пасмурный похожий почтенный лукавый ветреный
Baratynsky,Guiraud,31,NOUN,вера лицо выражение мера бал старушка шалость дверь увлечение досуг
Baratynsky,Guiraud,31,VERB,представать владеть позволять решать хвалить желать носить обретать признаваться славить
Baratynsky,Guiraud,32,ADJ,благой нужный болезненный лишенный должный лихой пасмурный похожий почтенный ветреный
Baratynsky,Guiraud,32,NOUN,вера лицо выражение мера старушка бал шалость дверь палец увлечение
Baratynsky,Guiraud,32,VERB,владеть представать позволять признаваться славить хвалить носить желать обретать решать
Baratynsky,Guiraud,33,ADJ,благой должный болезненный лишенный нужный пасмурный похожий почтенный ветреный едкий
Baratynsky,Guiraud,33,NOUN,вера лицо выражение мера бал старушка шалость дверь палец увлечение
Baratynsky,Guiraud,33,VERB,представать славить позволять признаваться решать хвалить владеть носить желать обретать
Baratynsky,Guiraud,34,ADJ,благой должный болезненный лишенный нужный лихой пасмурный похожий почтенный лукавый
Baratynsky,Guiraud,34,NOUN,вера лицо выражение мера старушка бал шалость дверь увлечение досуг
Baratynsky,Guiraud,34,VERB,представать славить владеть позволять признаваться решать хвалить желать носить сказать
Baratynsky,Guiraud,35,ADJ,благой нужный должный болезненный лихой лишенный пасмурный почтенный едкий небрежный
Baratynsky,Guiraud,35,NOUN,вера лицо выражение мера старушка бал дверь палец увлечение шалость
Baratynsky,Guiraud,35,VERB,представать славить владеть позволять признаваться решать хвалить желать обретать оставлять
Baratynsky,Guiraud,36,ADJ,благой нужный должный болезненный лишенный пасмурный похожий почтенный лукавый едкий
Baratynsky,Guiraud,36,NOUN,вера лицо выражение мера старушка бал шалость дверь палец увлечение
Baratynsky,Guiraud,36,VERB,славить владеть представать позволять признаваться решать желать носить хвалить сказать
Baratynsky,Guiraud,37,ADJ,благой нужный болезненный лишенный должный лихой похожий почтенный лукавый ветреный
Baratynsky,Guiraud,37,NOUN,вера лицо выражение мера старушка шалость дверь бал палец увлечение
Baratynsky,Guiraud,37,VERB,владеть представать признаваться решать славить хвалить желать носить обретать позволять
Baratynsky,Guiraud,38,ADJ,благой нужный должный болезненный лишенный пасмурный похожий почтенный лукавый ветреный
Baratynsky,Guiraud,38,NOUN,вера лицо мера старушка бал шалость дверь выражение палец увлечение
Baratynsky,Guiraud,38,VERB,представать владеть позволять признаваться решать славить хвалить желать носить обретать
Baratynsky,Guiraud,39,ADJ,благой нужный болезненный лишенный должный лихой пасмурный похожий почтенный лукавый
Baratynsky,Guiraud,39,NOUN,вера лицо выражение мера старушка шалость дверь бал палец увлечение
Baratynsky,Guiraud,39,VERB,славить владеть представать позволять признаваться хвалить желать решать оставлять носить
Baratynsky,Guiraud,40,ADJ,благой должный болезненный лишенный нужный лихой пасмурный похожий почтенный лукавый
Baratynsky,Guiraud,40,NOUN,вера лицо выражение мера старушка шалость бал дверь увлечение нрав
Baratynsky,Guiraud,40,VERB,представать владеть признаваться славить хвалить носить желать обретать позволять решать
Baratynsky,Guiraud,41,ADJ,нужный должный благой болезненный лишенный лихой похожий почтенный лукавый едкий
Baratynsky,Guiraud,41,NOUN,вера лицо выражение мера бал старушка шалость дверь увлечение нрав
Baratynsky,Guiraud,41,VERB,славить владеть представать позволять признаваться решать носить желать обретать хвалить
Baratynsky,Guiraud,42,ADJ,благой должный болезненный лишенный нужный лихой пасмурный похожий почтенный лукавый
Baratynsky,Guiraud,42,NOUN,вера лицо выражение старушка бал мера шалость дверь палец увлечение
Baratynsky,Guiraud,42,VERB,представать славить владеть позволять признаваться решать хвалить желать носить даровать
Baratynsky,Guiraud,43,ADJ,благой должный лишенный нужный болезненный лихой похожий лукавый едкий ласковый
Baratynsky,Guiraud,43,NOUN,вера лицо выражение бал мера старушка шалость дверь палец увлечение
Baratynsky,Guiraud,43,VERB,представать славить владеть признаваться решать хвалить носить желать позволять оставлять
Baratynsky,Guiraud,44,ADJ,благой должный болезненный нужный лихой лишенный пасмурный почтенный лукавый небрежный
Baratynsky,Guiraud,44,NOUN,вера лицо выражение мера старушка шалость дверь бал палец увлечение
Baratynsky,Guiraud,44,VERB,представать славить владеть решать хвалить носить позволять оставлять даровать обретать
Baratynsky,Guiraud,45,ADJ,благой нужный должный болезненный лишенный лихой пасмурный похожий почтенный лукавый
Baratynsky,Guiraud,45,NOUN,вера лицо выражение мера старушка шалость дверь бал палец увлечение
Baratynsky,Guiraud,45,VERB,представать славить владеть признаваться решать хвалить носить позволять желать оставлять
Baratynsky,Guiraud,46,ADJ,нужный должный благой болезненный лишенный пасмурный похожий почтенный лукавый ветреный
Baratynsky,Guiraud,46,NOUN,вера лицо выражение мера старушка бал шалость дверь палец увлечение
Baratynsky,Guiraud,46,VERB,представать славить владеть позволять решать хвалить желать носить обретать признаваться
Baratynsky,Guiraud,47,ADJ,благой должный лишенный нужный болезненный лихой пасмурный почтенный лукавый едкий
Baratynsky,Guiraud,47,NOUN,вера лицо выражение мера старушка бал дверь шалость палец увлечение
Baratynsky,Guiraud,47,VERB,представать славить владеть признаваться решать хвалить желать обретать позволять носить
Baratynsky,Guiraud,48,ADJ,нужный должный благой болезненный лишенный лихой пасмурный похожий почтенный лукавый
Baratynsky,Guiraud,48,NOUN,вера лицо выражение мера старушка бал шалость дверь палец увлечение
Baratynsky,Guiraud,48,VERB,представать славить владеть признаваться желать обретать позволять решать хвалить оставлять
Baratynsky,Guiraud,49,ADJ,нужный должный благой болезненный лишенный лихой похожий лукавый ветреный едкий
Baratynsky,Guiraud,49,NOUN,вера лицо выражение старушка бал мера дверь шалость палец увлечение
Baratynsky,Guiraud,49,VERB,представать славить владеть позволять признаваться решать хвалить носить желать обретать
Baratynsky,Guiraud,50,ADJ,благой должный болезненный лишенный нужный лихой пасмурный похожий почтенный лукавый
Baratynsky,Guiraud,50,NOUN,вера лицо выражение мера старушка бал шалость дверь палец увлечение
Baratynsky,Guiraud,50,VERB,представать славить владеть позволять признаваться хвалить желать обретать решать оставлять
Baratynsky,Guiraud,51,ADJ,нужный должный благой болезненный лишенный лихой пасмурный похожий лукавый ветреный
Baratynsky,Guiraud,51,NOUN,вера лицо выражение мера бал старушка шалость дверь палец увлечение
Baratynsky,Guiraud,51,VERB,славить представать владеть позволять признаваться хвалить желать носить обретать решать
Baratynsky,Guiraud,52,ADJ,благой должный болезненный лишенный нужный лихой почтенный ветреный едкий ласковый
Baratynsky,Guiraud,52,NOUN,вера лицо выражение мера бал старушка дверь шалость палец увлечение
Baratynsky,Guiraud,52,VERB,владеть представать позволять признаваться решать славить желать носить хвалить оставлять
Baratynsky,Guiraud,53,ADJ,благой болезненный лишенный нужный должный лихой пасмурный похожий почтенный лукавый
Baratynsky,Guiraud,53,NOUN,вера лицо выражение старушка бал мера шалость дверь увлечение нрав
Baratynsky,Guiraud,53,VERB,славить владеть представать позволять признаваться решать хвалить носить желать сказать
Baratynsky,Guiraud,54,ADJ,благой нужный должный болезненный лишенный лихой пасмурный похожий почтенный лукавый
Baratynsky,Guiraud,54,NOUN,вера лицо мера бал выражение старушка шалость дверь палец увлечение
Baratynsky,Guiraud,54,VERB,представать славить владеть позволять признаваться хвалить желать носить обретать решать
Baratynsky,Guiraud,55,ADJ,благой нужный должный болезненный лишенный лихой пасмурный похожий почтенный лукавый
Baratynsky,Guiraud,55,NOUN,вера лицо выражение мера старушка бал шалость дверь увлечение досуг
Baratynsky,Guiraud,55,VERB,представать славить владеть позволять признаваться хвалить желать носить решать сказать
Baratynsky,Guiraud,56,ADJ,благой нужный должный болезненный лишенный лихой пасмурный похожий почтенный лукавый
Baratynsky,Guiraud,56,NOUN,вера лицо выражение мера старушка бал шалость дверь палец увлечение
Baratynsky,Guiraud,56,VERB,славить владеть представать признаваться решать хвалить носить желать обретать позволять
Baratynsky,Guiraud,57,ADJ,благой нужный должный лишенный болезненный лихой пасмурный похожий почтенный лукавый
Baratynsky,Guiraud,57,NOUN,вера лицо выражение мера старушка бал шалость дверь палец увлечение
Baratynsky,Guiraud,57,VERB,представать славить владеть позволять признаваться решать желать носить обретать сказать
Baratynsky,Guiraud,58,ADJ,благой нужный должный болезненный лихой лишенный похожий почтенный ветреный едкий
Baratynsky,Guiraud,58,NOUN,вера лицо мера старушка бал шалость дверь выражение палец увлечение
Baratynsky,Guiraud,58,VERB,представать славить владеть позволять признаваться решать желать носить даровать обретать
Baratynsky,Guiraud,59,ADJ,благой нужный должный болезненный лихой лишенный пасмурный похожий почтенный ветреный
Baratynsky,Guiraud,59,NOUN,вера лицо выражение мера старушка бал шалость дверь увлечение досуг
Baratynsky,Guiraud,59,VERB,представать славить позволять признаваться решать желать владеть носить обретать хвалить
Baratynsky,Guiraud,60,ADJ,благой должный болезненный лишенный нужный лихой пасмурный похожий почтенный ветреный
Baratynsky,Guiraud,60,NOUN,вера лицо выражение бал мера старушка дверь шалость палец увлечение
Baratynsky,Guiraud,60,VERB,представать владеть позволять признаваться славить хвалить желать носить обретать сказать
Baratynsky,Guiraud,61,ADJ,нужный должный благой болезненный лихой лишенный похожий почтенный ветреный едкий
Baratynsky,Guiraud,61,NOUN,вера лицо выражение старушка бал мера шалость дверь палец досуг
Baratynsky,Guiraud,61,VERB,представать славить владеть признаваться решать носить желать обретать позволять хвалить
Baratynsky,Guiraud,62,ADJ,благой болезненный лишенный нужный должный лихой похожий почтенный лукавый едкий
Baratynsky,Guiraud,62,NOUN,вера лицо старушка бал выражение мера шалость дверь палец увлечение
Baratynsky,Guiraud,62,VERB,славить владеть представать позволять признаваться решать хвалить носить желать обретать
Baratynsky,Guiraud,63,ADJ,благой нужный должный болезненный лишенный пасмурный похожий почтенный ветреный едкий
Baratynsky,Guiraud,63,NOUN,вера лицо выражение старушка бал мера шалость дверь палец увлечение
Baratynsky,Guiraud,63,VERB,представать славить владеть признаваться решать носить желать позволять хвалить оставлять
Baratynsky,Guiraud,64,ADJ,благой должный болезненный лишенный нужный лихой пасмурный похожий почтенный лукавый
Baratynsky,Guiraud,64,NOUN,вера лицо мера старушка бал выражение дверь шалость увлечение нрав
Baratynsky,Guiraud,64,VERB,представать славить владеть позволять признаваться решать хвалить желать оставлять сказать
Baratynsky,Guiraud,65,ADJ,благой нужный болезненный должный лихой лишенный пасмурный почтенный лукавый ветреный
Baratynsky,Guiraud,65,NOUN,вера лицо выражение мера бал шалость дверь старушка досуг нрав
Baratynsky,Guiraud,65,VERB,представать славить владеть позволять признаваться решать хвалить желать обретать оставлять
Baratynsky,Guiraud,66,ADJ,нужный должный болезненный благой лихой лишенный пасмурный ветреный ласковый похожий
Baratynsky,Guiraud,66,NOUN,вера лицо выражение мера старушка шалость дверь бал палец увлечение
Baratynsky,Guiraud,66,VERB,представать славить владеть хвалить желать носить обретать позволять признаваться решать
Baratynsky,Guiraud,67,ADJ,благой должный болезненный лишенный нужный лихой пасмурный похожий почтенный едкий
Baratynsky,Guiraud,67,NOUN,вера выражение старушка лицо бал мера дверь шалость палец увлечение
Baratynsky,Guiraud,67,VERB,представать славить владеть позволять признаваться решать хвалить носить желать обретать
Baratynsky,Guiraud,68,ADJ,благой должный болезненный лишенный нужный лихой пасмурный похожий лукавый ветреный
Baratynsky,Guiraud,68,NOUN,вера лицо выражение мера старушка бал шалость дверь увлечение досуг
Baratynsky,Guiraud,68,VERB,славить владеть представать позволять признаваться решать хвалить носить желать обретать
Baratynsky,Guiraud,69,ADJ,благой нужный должный болезненный лишенный лихой пасмурный похожий почтенный лукавый
Baratynsky,Guiraud,69,NOUN,вера лицо мера старушка выражение шалость дверь бал палец увлечение
Baratynsky,Guiraud,69,VERB,представать славить владеть позволять признаваться хвалить желать носить обретать решать
Baratynsky,Guiraud,70,ADJ,благой болезненный лишенный нужный должный пасмурный похожий почтенный ветреный едкий
Baratynsky,Guiraud,70,NOUN,вера лицо выражение мера старушка бал шалость дверь палец увлечение
Baratynsky,Guiraud,70,VERB,представать славить владеть позволять признаваться решать хвалить желать носить даровать
Baratynsky,Guiraud,71,ADJ,благой должный болезненный лишенный нужный лихой пасмурный похожий почтенный лукавый
Baratynsky,Guiraud,71,NOUN,вера лицо выражение мера старушка бал дверь палец шалость судьбина
Baratynsky,Guiraud,71,VERB,славить представать владеть позволять признаваться решать желать носить обретать хвалить
Baratynsky,Guiraud,72,ADJ,благой нужный должный болезненный лишенный лихой пасмурный похожий почтенный ветреный
Baratynsky,Guiraud,72,NOUN,вера лицо выражение мера бал старушка шалость дверь палец увлечение
Baratynsky,Guiraud,72,VERB,представать славить владеть признаваться хвалить желать носить обретать позволять сказать
Baratynsky,Guiraud,73,ADJ,благой нужный должный болезненный лишенный лихой похожий почтенный лукавый ветреный
Baratynsky,Guiraud,73,NOUN,вера лицо выражение мера старушка бал шалость дверь увлечение досуг
Baratynsky,Guiraud,73,VERB,славить владеть представать позволять признаваться решать хвалить желать носить обретать
Baratynsky,Guiraud,74,ADJ,благой нужный должный лишенный болезненный лихой похожий почтенный лукавый едкий
Baratynsky,Guiraud,74,NOUN,вера лицо мера старушка бал выражение шалость дверь увлечение нрав
Baratynsky,Guiraud,74,VERB,представать славить владеть решать хвалить носить желать обретать позволять признаваться
Baratynsky,Guiraud,75,ADJ,должный лишенный нужный благой болезненный пасмурный похожий почтенный лукавый ветреный
Baratynsky,Guiraud,75,NOUN,вера лицо мера бал выражение старушка шалость дверь палец увлечение
Baratynsky,Guiraud,75,VERB,представать славить владеть позволять решать желать носить обретать признаваться хвалить
Baratynsky,Guiraud,76,ADJ,благой нужный должный болезненный лишенный пасмурный похожий почтенный едкий ласковый
Baratynsky,Guiraud,76,NOUN,вера лицо выражение старушка бал мера шалость дверь палец увлечение
Baratynsky,Guiraud,76,VERB,славить владеть представать позволять признаваться решать хвалить желать носить обретать
Baratynsky,Guiraud,77,ADJ,благой нужный должный болезненный лишенный лихой пасмурный похожий лукавый ветреный
Baratynsky,Guiraud,77,NOUN,вера лицо выражение старушка бал мера дверь шалость палец увлечение
Baratynsky,Guiraud,77,VERB,представать славить владеть позволять признаваться решать хвалить носить желать обретать
Baratynsky,Guiraud,78,ADJ,нужный должный благой болезненный лишенный лихой пасмурный похожий почтенный лукавый
Baratynsky,Guiraud,78,NOUN,вера лицо мера старушка выражение шалость дверь бал палец увлечение
Baratynsky,Guiraud,78,VERB,славить владеть представать признаваться решать хвалить обретать позволять желать оставлять
Baratynsky,Guiraud,79,ADJ,благой нужный должный лишенный болезненный лихой пасмурный похожий ветреный едкий
Baratynsky,Guiraud,79,NOUN,вера лицо выражение мера старушка бал шалость дверь палец увлечение
Baratynsky,Guiraud,79,VERB,представать владеть признаваться решать славить хвалить желать обретать позволять носить
Baratynsky,Guiraud,80,ADJ,благой нужный должный болезненный лишенный лихой пасмурный почтенный лукавый ветреный
Baratynsky,Guiraud,80,NOUN,вера лицо выражение мера шалость дверь бал палец старушка увлечение
Baratynsky,Guiraud,80,VERB,славить владеть представать позволять признаваться хвалить носить обретать решать желать
Baratynsky,Guiraud,81,ADJ,благой нужный должный болезненный лишенный лихой пасмурный похожий почтенный лукавый
Baratynsky,Guiraud,81,NOUN,вера лицо выражение мера старушка бал дверь шалость палец увлечение
Baratynsky,Guiraud,81,VERB,представать славить владеть позволять решать хвалить желать носить обретать признаваться
Baratynsky,Guiraud,82,ADJ,благой нужный болезненный лишенный должный лихой пасмурный похожий почтенный лукавый
Baratynsky,Guiraud,82,NOUN,вера лицо выражение мера старушка шалость дверь бал палец увлечение
Baratynsky,Guiraud,82,VERB,представать славить владеть позволять решать хвалить желать носить обретать признаваться
Baratynsky,Guiraud,83,ADJ,благой нужный должный болезненный лишенный пасмурный похожий почтенный лукавый ветреный
Baratynsky,Guiraud,83,NOUN,вера лицо выражение мера старушка шалость дверь бал палец увлечение
